Idiom ID,English Idiom,English Sentence,Urdu Native Idiom,Target A (Native Idiomatic),Target B (Native Descriptive),Target C (Native Literal),Roman Urdu Idiom,Target A (Roman Idiomatic),Target B (Roman Descriptive),Target C (Roman Literal)
277,take the plunge,"After years of hesitation, she finally decided to take the plunge and start her own business.",میدان میں کودنا,"سالوں کی ہچکچاہٹ کے بعد، اُس نے آخرکار میدان میں کودنے اور اپنا کاروبار شروع کرنے کا فیصلہ کیا۔","سالوں تک ہچکچانے کے بعد، اُس نے آخرکار ایک مشکل اور خطرناک قدم اُٹھانے اور اپنا کاروبار شروع کرنے کا فیصلہ کیا۔","سالوں کی ہچکچاہٹ کے بعد، اُس نے آخرکار غوطہ لگانے کا فیصلہ کیا اور اپنا کاروبار شروع کیا۔",Maidaan mein koodna,"Saalon ki hichkichahat ke baad, us ne aakhirkar Maidaan mein koodna aur apna karobar shuru karne ka faisla kiya.","Saalon tak hichkichane ke baad, us ne aakhirkar ek mushkil aur khatarnaak qadam uthane aur apna karobar shuru karne ka faisla kiya.","Saalon ki hichkichahat ke baad, us ne aakhirkar ghota lagane ka faisla kiya aur apna karobar shuru kiya."
278,take the stand,"During the trial, the defendant decided to take the stand and share his side of the story.",کٹہرے میں آنا,"مقدمے کے دوران، ملزم نے فیصلہ کیا کہ وہ کٹہرے میں آ کر اپنی کہانی کا پہلو بیان کرے۔","مقدمے کے دوران، ملزم نے فیصلہ کیا کہ وہ عدالت میں گواہ کے طور پر آ کر اپنی بات پیش کرے۔","مقدمے کے دوران، ملزم نے فیصلہ کیا کہ وہ اسٹینڈ لے کر اپنی کہانی کا پہلو بیان کرے۔",Kathaire mein aana,"Muqadme ke dauran, mulzim ne faisla kiya ke woh Kathaire mein aakar apni kahani ka pehlu bayan kare.","Muqadme ke dauran, mulzim ne faisla kiya ke woh adalat mein gawah ke tor par aakar apni baat pesh kare.","Muqadme ke dauran, mulzim ne faisla kiya ke woh stand lekar apni kahani ka pehlu bayan kare."
279,take with a grain of salt,"You should take his advice with a grain of salt, as he tends to exaggerate.",آنکھ بند کر کے یقین نہ کرنا,"تمہیں اس کے مشورے پر آنکھ بند کر کے یقین نہ کرنا چاہیے، کیونکہ وہ اکثر باتوں کو بڑھا چڑھا کر بیان کرتا ہے۔","تمہیں اس کے مشورے پر مکمل بھروسہ نہیں کرنا چاہیے، کیونکہ وہ اکثر مبالغہ آرائی کرتا ہے۔","تمہیں اس کے مشورے کو ایک چٹکی نمک کے ساتھ لینا چاہیے، کیونکہ وہ اکثر باتوں کو بڑھا چڑھا کر کہتا ہے۔",Aankh band kar ke yaqeen na karna,"Tumhein us ke mashware par Aankh band kar ke yaqeen na karna chahiye, kyunke woh aksar baton ko barha charha kar bayan karta hai.","Tumhein us ke mashware par mukammal bharosa nahi karna chahiye, kyunke woh aksar mubalagha arai karta hai.","Tumhein us ke mashware ko aik chutki namak ke sath lena chahiye, kyunke woh aksar baton ko barha charha kar kehta hai."
280,talk a mile a minute,"Whenever she gets excited about her favorite topic, she tends to talk a mile a minute.",زبان قینچی کی طرح چلنا,"جب بھی وہ اپنے پسندیدہ موضوع کے بارے میں پرجوش ہوتی ہے، تو اس کی زبان قینچی کی طرح چلنے لگتی ہے۔","جب بھی وہ اپنے پسندیدہ موضوع کے بارے میں پرجوش ہوتی ہے، تو بہت تیزی سے اور بغیر رکے بولنے لگتی ہے۔","جب بھی وہ اپنے پسندیدہ موضوع کے بارے میں پرجوش ہوتی ہے، تو ایک منٹ میں ایک میل بات کرتی ہے۔",Zuban qainchi ki tarah chalna,"Jab bhi woh apne pasandeeda mozoo ke bare mein purjosh hoti hai, to uski Zuban qainchi ki tarah chalne lagti hai.","Jab bhi woh apne pasandeeda mozoo ke bare mein purjosh hoti hai, to bohat tezi se aur baghair rukay bolne lagti hai.","Jab bhi woh apne pasandeeda mozoo ke bare mein purjosh hoti hai, to aik minute mein aik mile baat karti hai."
281,throw money out the window,"If you keep spending on things you don't need, you'll just be throwing money out the window.",پیسہ پانی کی طرح بہانا,اگر تم غیر ضروری چیزوں پر خرچ کرتے رہو گے تو تم پیسہ پانی کی طرح بہا رہے ہوگے۔,اگر تم غیر ضروری چیزوں پر خرچ کرتے رہو گے تو تم اپنا پیسہ ضائع کر رہے ہوگے۔,اگر تم غیر ضروری چیزوں پر خرچ کرتے رہو گے تو تم پیسہ کھڑکی سے باہر پھینک رہے ہوگے۔,Paisa pani ki tarah bahana,Agar tum ghair zaroori cheezon par kharch karte raho ge to tum Paisa pani ki tarah bahaa rahe hoge.,Agar tum ghair zaroori cheezon par kharch karte raho ge to tum apna paisa zaya kar rahe hoge.,Agar tum ghair zaroori cheezon par kharch karte raho ge to tum paisa khidki se bahar phenk rahe hoge.
282,tickle the ivories,"After a long day at work, I love to come home and tickle the ivories for a while.",پیانو پر انگلیاں پھیرنا,"کام کے طویل دن کے بعد، مجھے گھر آ کر کچھ دیر کے لیے پیانو پر انگلیاں پھیرنا بہت پسند ہے۔","کام کے طویل دن کے بعد، مجھے گھر آ کر کچھ دیر کے لیے پیانو بجانا بہت پسند ہے۔","کام کے طویل دن کے بعد، مجھے گھر آ کر کچھ دیر کے لیے ہاتھی دانت گدگدانا بہت پسند ہے۔",Piano par ungliyan phirana,"Kaam ke taweel din ke baad, mujhe ghar aa kar kuch der ke liye Piano par ungliyan phirana bohat pasand hai.","Kaam ke taweel din ke baad, mujhe ghar aa kar kuch der ke liye piano bajana bohat pasand hai.","Kaam ke taweel din ke baad, mujhe ghar aa kar kuch der ke liye haathi daant gadgadana bohat pasand hai."
283,tie the knot,"After dating for several years, they decided it was time to finally tie the knot.",شادی کے بندھن میں بندھنا,"کئی سال تک ایک دوسرے سے ملنے کے بعد، انہوں نے فیصلہ کیا کہ اب شادی کے بندھن میں بندھنے کا وقت آ گیا ہے۔","کئی سال تک ایک دوسرے سے ملنے کے بعد، انہوں نے فیصلہ کیا کہ اب شادی کرنے کا وقت آ گیا ہے۔","کئی سال تک ایک دوسرے سے ملنے کے بعد، انہوں نے فیصلہ کیا کہ اب گرہ باندھنے کا وقت آ گیا ہے۔",shaadi ke bandhan mein bandhnaa,"Kai saal tak aik doosre se milne ke baad, unhon ne faisla kiya ke ab shaadi ke bandhan mein bandhnaa ka waqt aa gaya hai.","Kai saal tak aik doosre se milne ke baad, unhon ne faisla kiya ke ab shaadi karne ka waqt aa gaya hai.","Kai saal tak aik doosre se milne ke baad, unhon ne faisla kiya ke ab girah baandhne ka waqt aa gaya hai."
284,tip of the iceberg,The recent layoffs at the company are just the tip of the iceberg when it comes to the financial troubles they are facing.,یہ تو محض ایک جھلک ہے,کمپنی میں حالیہ برطرفیاں ان کے مالی مسائل کے سلسلے میں یہ تو محض ایک جھلک ہے۔,"کمپنی میں حالیہ برطرفیاں ان کے مالی مسائل کی صرف ایک چھوٹی سی علامت ہیں، اصل مسئلہ اس سے کہیں زیادہ بڑا ہے۔",کمپنی میں حالیہ برطرفیاں ان کے مالی مسائل کے برف کے پہاڑ کی نوک ہیں۔,Yeh to mahez ek jhalak hai,Company mein haaliya bartarfiyaan un ke maali masail ke silsile mein Yeh to mahez ek jhalak hai.,"Company mein haaliya bartarfiyaan un ke maali masail ki sirf ek chhoti si alamat hain, asal masla is se kahin zyada bara hai.",Company mein haaliya bartarfiyaan un ke maali masail ke barf ke pahaar ki nok hain.
285,tip the balance,The final vote will tip the balance in favor of the new policy.,پلہ بھاری ہونا,آخری ووٹ نئی پالیسی کے حق میں پلہ بھاری کرے گا۔,آخری ووٹ نئی پالیسی کے حق میں نتیجہ طے کرے گا۔,آخری ووٹ توازن کو جھکا دے گا نئی پالیسی کے حق میں۔,palla bhaari hona,Aakhri vote nai policy ke haq mein palla bhaari karega.,Aakhri vote nai policy ke haq mein nateeja tay karega.,Aakhri vote tawazun ko jhuka dega nai policy ke haq mein.
286,tip the scales,Her final presentation really tipped the scales in her favor during the hiring process.,پہلا قدم اٹھانے,اس کی آخری پریزنٹیشن نے بھرتی کے عمل میں اس کے لیے پہلا قدم اٹھانے کا کام کیا۔,اس کی آخری پریزنٹیشن نے بھرتی کے عمل میں فیصلہ اس کے حق میں کر دیا۔,اس کی آخری پریزنٹیشن نے ترازو کو اس کے حق میں جھکا دیا۔,pehla qadam uthane,Us ki aakhri presentation ne bharti ke amal mein us ke liye pehla qadam uthane ka kaam kiya.,Us ki aakhri presentation ne bharti ke amal mein faisla us ke haq mein kar diya.,Us ki aakhri presentation ne tarazu ko us ke haq mein jhuka diya.
287,toe the line,"In order to succeed in this company, you need to toe the line and follow the established protocols.",حکم کے آگے سر جھکانا,"اس کمپنی میں کامیاب ہونے کے لیے، آپ کو حکم کے آگے سر جھکانا ہوگا اور طے شدہ اصولوں پر عمل کرنا ہوگا۔","اس کمپنی میں کامیاب ہونے کے لیے، آپ کو احکامات کی پابندی کرنی ہوگی اور مقررہ ضوابط پر عمل کرنا ہوگا۔","اس کمپنی میں کامیاب ہونے کے لیے، آپ کو لکیر پر پاؤں رکھنا ہوگا اور قائم شدہ اصولوں کی پیروی کرنی ہوگی۔",hukm ke aage sar jhukaana,"Is company mein kaamyaab hone ke liye, aap ko hukm ke aage sar jhukaana hoga aur tay shuda usooolon par amal karna hoga.","Is company mein kaamyaab hone ke liye, aap ko ahkaamaat ki pabandi karni hogi aur muqarrar zawabit par amal karna hoga.","Is company mein kaamyaab hone ke liye, aap ko lakeer par paon rakhna hoga aur qaim shuda usooolon ki pairwi karni hoga."
288,turn the corner,"After weeks of struggling with her health, she finally seems to have turned the corner.",خطرے سے باہر آنا,"کئی ہفتوں تک صحت کے مسائل سے جدوجہد کرنے کے بعد، وہ آخرکار خطرے سے باہر آتی نظر آ رہی ہے۔","کئی ہفتوں تک صحت کے مسائل سے جدوجہد کرنے کے بعد، اب اس کی حالت بہتر ہوتی دکھائی دے رہی ہے۔","کئی ہفتوں تک صحت کے مسائل سے جدوجہد کرنے کے بعد، وہ آخرکار کونے مڑتی ہوئی نظر آ رہی ہے۔",Khatre se bahar aana,"Kai hafton tak sehat ke masail se jidojehad karne ke baad, woh aakhirkaar Khatre se bahar aati nazar aa rahi hai.","Kai hafton tak sehat ke masail se jidojehad karne ke baad, ab us ki haalat behtar hoti dikhai de rahi hai.","Kai hafton tak sehat ke masail se jidojehad karne ke baad, woh aakhirkaar kone murti hui nazar aa rahi hai."
289,turn the tables,"After losing the first half of the game, the team managed to turn the tables and win in the end.",بازی پلٹ دینا,پہلے ہاف میں ہارنے کے بعد ٹیم نے بازی پلٹ دی اور آخر میں جیت حاصل کی۔,پہلے ہاف میں ہارنے کے بعد ٹیم نے صورتحال بدل دی اور آخر میں جیت گئی۔,پہلے ہاف میں ہارنے کے بعد ٹیم نے میزیں الٹ دیں اور آخر میں جیت گئی۔,Baazi palat dena,Pehle half mein haarne ke baad team ne Baazi palat di aur aakhir mein jeet haasil ki.,Pehle half mein haarne ke baad team ne soorat-e-haal badal di aur aakhir mein jeet gayi.,Pehle half mein haarne ke baad team ne maizen ulat dein aur aakhir mein jeet gayi.
290,turn the tide,The team's incredible performance in the second half helped them turn the tide of the game.,پانسہ پلٹ دینا,ٹیم کی شاندار کارکردگی نے دوسرے ہاف میں کھیل کا پانسہ پلٹ دیا۔,ٹیم کی شاندار کارکردگی نے دوسرے ہاف میں میچ کا رخ بدل دیا۔,ٹیم کی شاندار کارکردگی نے دوسرے ہاف میں کھیل کی لہر موڑ دی۔,paansa palat dena,Team ki shandaar karkardagi ne doosre half mein khel ka paansa palat diya.,Team ki shandaar karkardagi ne doosre half mein match ka rukh badal diya.,Team ki shandaar karkardagi ne doosre half mein khel ki lehr mod di.
291,twist someone's arm,I had to twist my friend's arm to convince him to join the trip.,دباؤ ڈالنا,مجھے اپنے دوست پر دباؤ ڈالنا پڑا تاکہ وہ سفر میں شامل ہونے پر راضی ہو جائے۔,مجھے اپنے دوست کو بہت سمجھانا پڑا تاکہ وہ سفر میں شامل ہونے کے لیے تیار ہو جائے۔,مجھے اپنے دوست کا بازو مروڑنا پڑا تاکہ وہ سفر میں شامل ہونے پر راضی ہو جائے۔,Dabao daalna,Mujhe apne dost par Dabao daalna para taake woh safar mein shaamil hone par raazi ho jaye.,Mujhe apne dost ko bohat samjhana para taake woh safar mein shaamil hone ke liye tayyar ho jaye.,Mujhe apne dost ka bazu morna para taake woh safar mein shaamil hone par raazi ho jaye.
292,under someone's thumb,"Ever since she started working for him, she has been completely under his thumb.",کسی کی مٹھی میں ہونا,"جب سے وہ اس کے لیے کام کرنے لگی ہے، وہ مکمل طور پر اس کی مٹھی میں ہے۔","جب سے وہ اس کے لیے کام کرنے لگی ہے، وہ پوری طرح اس کے قابو میں ہے۔","جب سے وہ اس کے لیے کام کرنے لگی ہے، وہ مکمل طور پر اس کے انگوٹھے کے نیچے ہے۔",kisi ki mutthi mein hona,"Jab se woh us ke liye kaam karne lagi hai, woh mukammal tor par us ki mutthi mein hai.","Jab se woh us ke liye kaam karne lagi hai, woh poori tarah us ke qaboo mein hai.","Jab se woh us ke liye kaam karne lagi hai, woh mukammal tor par us ke anguthe ke neeche hai."
